FAU,Bullet,Land,Quality,Problem,assess_percentile_na_proportion,assess_col_na,extract_na,assess_middle_na_proportion,assess_rotation,assess_bottomempty,assess_median_na_proportion,assess_percentile_na_proportion_cropped,assess_col_na_cropped,extract_na_cropped,assess_bottomempty_cropped,assess_median_na_proportion_cropped,filePath
88,C,3,Tiny Problems,Holes,0.000811359,1.024080087,12.85461443,0.014711386,0.374491816,23.15467198,0.000811359,0.112567649,0.55171377,7.187933018,12.62026458,0.055321708,/media/Raven/LAPD/FAU 88/Bullet C/LAPD - 88 - Bullet C - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Amy Monroe.x3p
88,D,5,Tiny Problems,Holes,0.004573805,0.676650028,8.55162109,0.016092019,0.950370046,19.135182,0.004573805,0.070385208,0.314329738,5.233134588,10.0137335,0.042526965,/media/Raven/LAPD/FAU 88/Bullet D/LAPD - 88 - Bullet D - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Amy Monroe.x3p
88,D,6,Tiny Problems,Holes,0.0124533,0.70498615,11.08696653,0.019134293,0.351662402,16.480099,0.0124533,0.075715605,0.257002155,6.085819048,7.118243741,0.055093875,/media/Raven/LAPD/FAU 88/Bullet D/LAPD - 88 - Bullet D - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Amy Monroe.x3p
90,B,4,Tiny Problems,Holes,0,0.775350593,11.64663653,0.005606586,3.172361706,19.85087328,0,0.076415942,0.365597842,6.164707952,9.336360438,0.052741984,/media/Raven/LAPD/FAU 90/Bullet B/LAPD - 90 - Bullet B - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
91,C,1,Tiny Problems,Holes,0.011779554,0.825379001,14.78657909,0.032974837,1.630325506,27.100715,0.011779554,0.071138846,0.397815913,6.57661263,8.028895069,0.062090484,/media/Raven/LAPD/FAU 91/Bullet C/LAPD - 91 - Bullet C - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
91,C,6,Tiny Problems,Holes,0.000802246,0.938169165,14.19906393,0.032428598,1.970501552,25.24942908,0.000802246,0.109161214,0.721296847,9.414168585,11.80456767,0.0892326,/media/Raven/LAPD/FAU 91/Bullet C/LAPD - 91 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
91,D,3,Tiny Problems,Holes,0.021123954,1.207446809,16.04178366,0.060039856,0.480543384,32.63932219,0.021123954,0.126477541,0.794917258,9.293960068,14.76272613,0.078605201,/media/Raven/LAPD/FAU 91/Bullet D/LAPD - 91 - Bullet D - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
92,A,5,Tiny Problems,Holes,0.003726708,1.048342541,17.06075188,0.035003171,0.222431554,28.76641122,0.003726708,0.099447514,0.604665439,7.471708437,10.95764273,0.058624923,/media/Raven/LAPD/FAU 92/Bullet A/LAPD - 92 - Bullet A - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
92,B,5,Tiny Problems,Holes,0.001598082,1.106076759,13.44461188,0.032746997,1.065914373,29.50137248,0.001598082,0.089277251,0.676836493,7.472471925,11.87506439,0.073755924,/media/Raven/LAPD/FAU 92/Bullet B/LAPD - 92 - Bullet B - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
92,C,1,Tiny Problems,Holes,0.000446828,0.730471079,10.22790663,0.012953558,0.296265816,16.39876752,0.000446828,0.087607687,0.593108019,7.247781427,9.107492725,0.067594433,/media/Raven/LAPD/FAU 92/Bullet C/LAPD - 92 - Bullet C - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
92,C,6,Tiny Problems,Holes,0.004874086,1.153116531,14.69934064,0.032768534,0.393195016,20.56600625,0.004874086,0.121348991,0.853658537,9.944883024,13.85877748,0.091237579,/media/Raven/LAPD/FAU 92/Bullet C/LAPD - 92 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
93,B,5,Tiny Problems,Holes,0.007533703,1.169002909,16.25118958,0.043147839,0.980501545,29.5425525,0.007533703,0.119753086,0.756907701,8.927261457,15.03543312,0.075543798,/media/Raven/LAPD/FAU 93/Bullet B/LAPD - 93 - Bullet B - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
93,B,6,Tiny Problems,Holes,0.007125891,1.228209192,17.37605078,0.02089017,0.313472742,27.717748,0.007125891,0.11165248,0.716172586,8.955730529,13.69558837,0.081009686,/media/Raven/LAPD/FAU 93/Bullet B/LAPD - 93 - Bullet B - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
93,C,5,Tiny Problems,Holes,0.017255546,0.991225665,14.02580248,0.040297054,0.612566694,28.73530407,0.017255546,0.103595369,0.510359537,5.610179371,11.05387092,0.03229738,/media/Raven/LAPD/FAU 93/Bullet C/LAPD - 93 - Bullet C - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
93,D,2,Tiny Problems,Holes,0.001970832,1.020515518,13.78149999,0.035491786,0.333900439,30.74499556,0.001970832,0.082841274,0.537854429,4.098121576,11.14408449,0.026015785,/media/Raven/LAPD/FAU 93/Bullet D/LAPD - 93 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
93,D,3,Tiny Problems,Holes,0,1.118853537,17.75695938,0.040209039,0.730051737,35.17480797,0,0.106604325,0.571303331,6.033942774,13.99925037,0.035943892,/media/Raven/LAPD/FAU 93/Bullet D/LAPD - 93 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
94,A,6,Tiny Problems,Holes,0.018905081,1.347871781,14.9462006,0.05325843,1.173543306,33.40624902,0.018905081,0.121985401,0.620437956,6.562678515,17.97048556,0.035328467,/media/Raven/LAPD/FAU 94/Bullet A/LAPD - 94 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
94,B,4,Tiny Problems,Holes,0.008287293,0.748881285,9.244496867,0.027390358,4.039081884,22.14556128,0.008287293,0.078385493,0.500146242,5.233636838,10.36153465,0.040655162,/media/Raven/LAPD/FAU 94/Bullet B/LAPD - 94 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
94,C,1,Tiny Problems,Holes,0.006361829,1.029177719,10.7733016,0.008818386,0.164569611,18.22084108,0.006361829,0.073975833,0.505452402,6.300920053,8.390836633,0.063071029,/media/Raven/LAPD/FAU 94/Bullet C/LAPD - 94 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
94,C,3,Tiny Problems,Holes,0.015852614,0.68324757,10.86726279,0.020151748,2.306304874,16.00928781,0.015852614,0.068614994,0.354193139,5.249571847,7.157581073,0.058449809,/media/Raven/LAPD/FAU 94/Bullet C/LAPD - 94 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
94,D,2,Tiny Problems,Holes,0.015077425,0.982603968,15.61343782,0.03874606,2.171745492,25.86022967,0.015077425,0.112956811,0.608577469,8.650512783,11.698981,0.086982785,/media/Raven/LAPD/FAU 94/Bullet D/LAPD - 94 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
95,D,3,Tiny Problems,Holes,0.00122499,0.77520436,10.18583479,0.009633954,0.915128617,19.56299392,0.00122499,0.057462913,0.336058129,3.51867209,8.64958075,0.025431426,/media/Raven/LAPD/FAU 95/Bullet D/LAPD - 95 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
95,D,6,Tiny Problems,Holes,0.004558641,0.878042035,10.78293822,0.014403334,0.536068241,21.14421405,0.004558641,0.065150584,0.24585126,5.273910371,9.743860399,0.046404425,/media/Raven/LAPD/FAU 95/Bullet D/LAPD - 95 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
96,C,1,Tiny Problems,Holes,0.014403292,1.092506176,13.43480943,0.022692055,2.392252646,25.59710249,0.014403292,0.088590604,0.378279439,6.096108444,12.51608218,0.046674802,/media/Raven/LAPD/FAU 96/Bullet C/LAPD - 96 - Bullet C - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Mya Fisher.x3p
96,C,6,Tiny Problems,Holes,0,1.005326232,12.56579367,0.0095549,0.660968488,24.73599879,0,0.082864753,0.54749926,6.181401753,12.12620791,0.052678307,/media/Raven/LAPD/FAU 96/Bullet C/LAPD - 96 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Mya Fisher.x3p
96,D,1,Tiny Problems,Holes,0.000791766,1.072088725,15.37724494,0.022485301,1.167836899,28.05154022,0.000791766,0.104401408,0.394659624,6.642650286,12.9626263,0.049002347,/media/Raven/LAPD/FAU 96/Bullet D/LAPD - 96 - Bullet D - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Mya Fisher.x3p
96,D,5,Tiny Problems,Holes,0.001606426,1.18064862,16.82718016,0.009625052,2.01447649,24.96664102,0.001606426,0.124218052,0.685135538,9.046379402,13.99638653,0.081620494,/media/Raven/LAPD/FAU 96/Bullet D/LAPD - 96 - Bullet D - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Mya Fisher.x3p
96,D,6,Tiny Problems,Holes,0.007311129,1.10704607,15.34161441,0.017110962,2.000430988,26.63588415,0.007311129,0.096175851,0.358325805,6.99170627,13.54915361,0.048780488,/media/Raven/LAPD/FAU 96/Bullet D/LAPD - 96 - Bullet D - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Mya Fisher.x3p
98,B,5,Tiny Problems,Holes,0.009876543,0.999450851,12.55569996,0.016225067,0.469420709,21.95186171,0.009876543,0.082819652,0.419591089,7.414522827,11.98786669,0.063472688,/media/Raven/LAPD/FAU 98/Bullet B/LAPD - 98 - Bullet B - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
99,A,3,Tiny Problems,Holes,0.000841397,0.687815834,10.52996137,0.007579872,0.645255893,18.25105669,0.000841397,0.075819033,0.31201248,5.782201723,9.303567795,0.048361934,/media/Raven/LAPD/FAU 99/Bullet A/LAPD - 99 - Bullet A - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
99,A,5,Tiny Problems,Holes,0.009448819,0.861570791,11.80161256,0.023303078,1.608437412,22.61397369,0.009448819,0.077466433,0.312317572,5.518667986,9.914433107,0.045826036,/media/Raven/LAPD/FAU 99/Bullet A/LAPD - 99 - Bullet A - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
101,A,1,Tiny Problems,Holes,0.01010952,1.071127355,14.73989718,0.032702157,0.736164566,25.39840624,0.01010952,0.104967198,0.637300843,8.72047458,12.30559744,0.083411434,/media/Raven/LAPD/FAU 101/Bullet A/LAPD - 101 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
101,C,3,Tiny Problems,Holes,0.002839757,1.182999459,18.6187371,0.035965086,0.754152069,32.48167089,0.002839757,0.110108303,0.716004813,9.228568252,15.13057212,0.081829122,/media/Raven/LAPD/FAU 101/Bullet C/LAPD - 101 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
101,D,1,Tiny Problems,Holes,0,0.687853107,9.492298601,0.018199404,0.928461267,21.43730912,0,0.056308851,0.260514752,5.082289364,9.883252818,0.042372881,/media/Raven/LAPD/FAU 101/Bullet D/LAPD - 101 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
101,D,6,Tiny Problems,Holes,0.012205045,0.932663589,11.12198421,0.024249073,0.963379395,23.19725329,0.012205045,0.075075438,0.256487628,5.327070924,12.83274514,0.035606518,/media/Raven/LAPD/FAU 101/Bullet D/LAPD - 101 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
102,A,3,Tiny Problems,Holes,0.0036,1.186282359,16.26403762,0.036777169,0.329998277,28.1411183,0.0036,0.109252669,0.759193357,9.086724431,13.29104131,0.080664294,/media/Raven/LAPD/FAU 102/Bullet A/LAPD - 102 - Bullet A - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
102,C,1,Tiny Problems,Holes,0.004874086,0.974254743,12.01447997,0.017855838,0.74685136,21.11874051,0.004874086,0.073471846,0.554049985,6.279833209,10.77955828,0.056007227,/media/Raven/LAPD/FAU 102/Bullet C/LAPD - 102 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
102,C,2,Tiny Problems,Holes,0.012396694,1.015991177,15.10127826,0.027182661,1.071124705,24.70905593,0.012396694,0.114828431,0.557598039,8.832454177,13.47939312,0.080882353,/media/Raven/LAPD/FAU 102/Bullet C/LAPD - 102 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
102,C,3,Tiny Problems,Holes,0.004439064,0.86587665,14.68805673,0.03061425,0.438745161,28.15633639,0.004439064,0.086321461,0.526788387,7.398689536,10.26768866,0.071236157,/media/Raven/LAPD/FAU 102/Bullet C/LAPD - 102 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
102,C,5,Tiny Problems,Holes,0.004366812,1.068591102,11.66382938,0.020203515,0.301668314,25.1205846,0.004366812,0.106238964,0.712183637,5.440284566,13.01500883,0.031783402,/media/Raven/LAPD/FAU 102/Bullet C/LAPD - 102 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
102,D,5,Tiny Problems,Holes,0.010154346,0.758807588,10.97788798,0.020678246,0.102763228,17.31900701,0.010154346,0.088226438,0.522433002,7.544087035,9.344029431,0.075880759,/media/Raven/LAPD/FAU 102/Bullet D/LAPD - 102 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
103,C,2,Tiny Problems,Holes,0,0.978202368,14.20998414,0.016511592,1.483421072,22.08975585,0,0.089712919,0.578648325,7.29535053,10.2097202,0.068181818,/media/Raven/LAPD/FAU 103/Bullet C/LAPD - 103 - Bullet C - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Amy Monroe.x3p
103,C,5,Tiny Problems,Holes,0.00984252,0.937746257,12.68710389,0.038697775,1.00981679,22.11314703,0.00984252,0.113543491,0.627553999,7.953310998,14.08474834,0.061295972,/media/Raven/LAPD/FAU 103/Bullet C/LAPD - 103 - Bullet C - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Amy Monroe.x3p
104,A,5,Tiny Problems,Holes,0.010012014,1.032870123,12.55968419,0.018191423,1.089624652,22.29911919,0.010012014,0.068725869,0.421740422,6.07630325,9.561311192,0.055539056,/media/Raven/LAPD/FAU 104/Bullet A/LAPD - 104 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,B,1,Tiny Problems,Holes,0.013501742,0.789014821,14.25925026,0.03855703,0.203458853,30.92772083,0.013501742,0.066860465,0.311692506,5.588276598,10.61941776,0.046511628,/media/Raven/LAPD/FAU 104/Bullet B/LAPD - 104 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,B,2,Tiny Problems,Holes,0.022638224,0.845438698,14.83886304,0.044464351,1.949305738,29.01538865,0.022638224,0.103648692,0.397158541,7.998975165,12.70075529,0.074265418,/media/Raven/LAPD/FAU 104/Bullet B/LAPD - 104 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,C,3,Tiny Problems,Holes,0.013411567,0.921162986,14.35750454,0.026624958,1.253697257,23.22921697,0.013411567,0.087977633,0.428704567,5.653321988,11.02675014,0.046908978,/media/Raven/LAPD/FAU 104/Bullet C/LAPD - 104 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,C,4,Tiny Problems,Holes,0.01054339,1.125236678,14.43015671,0.038936825,0.576412702,31.09347861,0.01054339,0.1251578,0.635707845,8.032010821,14.44129716,0.06101593,/media/Raven/LAPD/FAU 104/Bullet C/LAPD - 104 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,C,5,Tiny Problems,Holes,0.010479645,1.11753631,16.82846441,0.041434327,0.36308009,32.25530391,0.010479645,0.117573222,0.747160789,9.579608358,14.88880298,0.080394501,/media/Raven/LAPD/FAU 104/Bullet C/LAPD - 104 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,C,6,Tiny Problems,Holes,0.008058018,1.091104542,14.87691192,0.02083736,0.619935578,24.87204404,0.008058018,0.096475508,0.428614098,7.20871643,12.58506052,0.05734767,/media/Raven/LAPD/FAU 104/Bullet C/LAPD - 104 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,1,Tiny Problems,Holes,0.027467811,1.089633448,15.69886315,0.06512442,0.254371281,33.38646413,0.027467811,0.114894971,0.612667091,9.271476213,15.64151883,0.080203692,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,2,Tiny Problems,Holes,0.002048341,0.993712411,14.33641874,0.022628542,0.247562079,25.23038993,0.002048341,0.104921021,0.479951397,7.733173966,12.43198267,0.065006075,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,3,Tiny Problems,Holes,0.012947777,0.913018433,13.7207139,0.035589503,0.005899722,27.70185503,0.012947777,0.093085787,0.48815621,7.0557187,11.61258559,0.06049936,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,4,Tiny Problems,Holes,0.038624788,1.172472387,18.20925289,0.057195817,1.04808148,30.9929121,0.038624788,0.103556815,0.624803274,9.208133186,12.69091021,0.088448222,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,5,Tiny Problems,Holes,0.00748621,1.221404155,16.47531442,0.040550862,0.463514995,32.42539653,0.00748621,0.143191116,0.847457627,9.334199426,16.0629431,0.083284629,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
104,D,6,Tiny Problems,Holes,0.010935601,1.257428417,13.0443347,0.033734365,0.04908961,28.51725283,0.010935601,0.111978385,0.615430802,6.907509169,14.59706577,0.049234464,/media/Raven/LAPD/FAU 104/Bullet D/LAPD - 104 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
106,D,1,Tiny Problems,Holes,0,0.941114616,12.53642562,0.012969307,0.67468001,20.20279111,0,0.057843996,0.463044113,4.458776309,9.746091021,0.030966988,/media/Raven/LAPD/FAU 106/Bullet D/LAPD - 106 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
106,D,3,Tiny Problems,Holes,0.001970055,0.986063634,14.68370523,0.012086756,0.298130376,22.00840053,0.001970055,0.088194039,0.568381064,6.624145554,11.29027647,0.053477499,/media/Raven/LAPD/FAU 106/Bullet D/LAPD - 106 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
106,D,5,Tiny Problems,Holes,0.006568144,0.842235004,13.6504869,0.017287782,0.575364145,18.02556538,0.006568144,0.075799087,0.465753425,6.628350208,7.081596188,0.069710807,/media/Raven/LAPD/FAU 106/Bullet D/LAPD - 106 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
107,B,1,Tiny Problems,Holes,0.005385253,0.844622615,13.61759433,0.027583703,0.573456839,24.07173035,0.005385253,0.084608295,0.373271889,6.961297001,10.79459694,0.061136713,/media/Raven/LAPD/FAU 107/Bullet B/LAPD - 107 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
107,B,2,Tiny Problems,Holes,0.002494802,0.935072142,12.62730235,0.025803199,0.322083499,26.21964516,0.002494802,0.06253469,0.319148936,5.063581761,9.949858558,0.044711687,/media/Raven/LAPD/FAU 107/Bullet B/LAPD - 107 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
107,D,5,Tiny Problems,Holes,0.003598561,1.249333333,16.31251874,0.036884863,0.143156708,31.69931574,0.003598561,0.110340741,0.715555556,7.015716586,13.89549114,0.052148148,/media/Raven/LAPD/FAU 107/Bullet D/LAPD - 107 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
108,B,1,Tiny Problems,Holes,0.00330442,0.822767365,13.19384046,0.012445663,1.938650589,17.4542577,0.00330442,0.087901991,0.474732006,8.104034889,8.303981623,0.079632466,/media/Raven/LAPD/FAU 108/Bullet B/LAPD - 108 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
108,B,6,Tiny Problems,Holes,0.004627682,0.853453116,12.74235536,0.022475214,0.148342338,22.81906932,0.004627682,0.069266771,0.39625585,5.368005155,7.004341043,0.050858034,/media/Raven/LAPD/FAU 108/Bullet B/LAPD - 108 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
108,C,2,Tiny Problems,Holes,0.006764823,0.975318471,15.081081,0.007806306,0.835816136,17.48868384,0.006764823,0.085815394,0.496903568,7.836119908,7.651487954,0.079917428,/media/Raven/LAPD/FAU 108/Bullet C/LAPD - 108 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
109,A,5,Tiny Problems,Holes,0.002815768,0.806278508,11.11012319,0.016204145,2.213716705,23.12993791,0.002815768,0.073047108,0.444245677,5.232039615,10.37486065,0.043231962,/media/Raven/LAPD/FAU 109/Bullet A/LAPD - 109 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
110,B,1,Tiny Problems,Holes,0,0.901114206,13.64003954,0.020728078,1.117892439,24.6858467,0,0.066852368,0.376044568,5.400434648,8.099524982,0.052924791,/media/Raven/LAPD/FAU 110/Bullet B/LAPD - 110 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
110,B,3,Tiny Problems,Holes,0.004728132,1.114323259,18.79723007,0.045768747,0.032359623,35.8509858,0.004728132,0.111857477,0.636682243,7.168579846,12.93332233,0.051693925,/media/Raven/LAPD/FAU 110/Bullet B/LAPD - 110 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
110,B,5,Tiny Problems,Holes,0.002085941,0.93123608,14.99035545,0.02567805,0.874008011,26.58100874,0.002085941,0.056930693,0.456373762,4.440479714,9.144963409,0.032178218,/media/Raven/LAPD/FAU 110/Bullet B/LAPD - 110 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
110,B,6,Tiny Problems,Holes,0.00677392,0.883931093,13.30883605,0.020382592,1.391217843,22.60491055,0.00677392,0.066541117,0.315442561,4.849989083,7.816466061,0.040175769,/media/Raven/LAPD/FAU 110/Bullet B/LAPD - 110 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
110,C,2,Tiny Problems,Holes,0.001653576,0.973524545,13.96838517,0.016935726,3.577326968,22.07312346,0.001653576,0.093472265,0.580753907,7.003557676,10.75414063,0.060373889,/media/Raven/LAPD/FAU 110/Bullet C/LAPD - 110 - Bullet C - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
110,C,6,Tiny Problems,Holes,0.002755906,1.055949567,16.77141531,0.025585091,0.642675089,26.71276686,0.002755906,0.082136602,0.461179218,6.539855072,11.63528897,0.058085231,/media/Raven/LAPD/FAU 110/Bullet C/LAPD - 110 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
110,D,2,Tiny Problems,Holes,0.005345395,0.969821674,13.76668584,0.020284909,0.285794516,21.19348268,0.005345395,0.095853659,0.492378049,6.086658271,11.02664369,0.058841463,/media/Raven/LAPD/FAU 110/Bullet D/LAPD - 110 - Bullet D - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
110,D,3,Tiny Problems,Holes,0.001663202,0.894342762,13.10106052,0.02244931,1.170356194,22.84668379,0.001663202,0.097812018,0.63174114,7.947477725,13.55999196,0.069337442,/media/Raven/LAPD/FAU 110/Bullet D/LAPD - 110 - Bullet D - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
110,D,4,Tiny Problems,Holes,0.002785515,1.255307856,14.14208865,0.021896107,0.114551107,24.49552023,0.002785515,0.127985845,0.482158655,6.056793558,14.34263331,0.037746977,/media/Raven/LAPD/FAU 110/Bullet D/LAPD - 110 - Bullet D - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
110,D,6,Tiny Problems,Holes,0.001968504,1.007354873,12.77147797,0.022793113,0.993901335,28.29266251,0.001968504,0.074722709,0.45971979,3.811295972,11.93066448,0.009048453,/media/Raven/LAPD/FAU 110/Bullet D/LAPD - 110 - Bullet D - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
